id,screenName,userId,text,location,multi-team,sentiment
159,Jackscure,33211061,"@Brexit BBC news, 8 July 2074:""in further Brexit news today,HMG announced another rd of talks scheduled ‘Her Majest… https://t.co/koyb6fsRYp","Florida, USA",FALSE,nan
160,TyOrtega,29133385,"@sagar_p24 Bro, who’s taking the #WorldCup?","Albuquerque, NM",FALSE,nan
161,MrNobody1979,2288322850,Russia v Croatia settinz. #ballislife #balldontlie #worldcup @ Back on the Beach Cafe https://t.co/nPnKihE5Ca,"Santa Monica, CA",FALSE,nan
162,530postscript,1205849142,"""World Cup 2018"" #WorldCup https://t.co/rrxWAEStXm","Bakersfield, CA",FALSE,nan
163,Indiecraftbeer,2391794855,@alvinnebeer #indiecraftbeer #wildwest #plum #barrelaged @nicelyce #amaze #belgium - Drinking a Wild West by… https://t.co/nF7ppDKjUe,"Pennsylvania, USA",FALSE,nan
164,kkmajumdar,27739745,Loving the fact even #PunjabiWeddings are welcoming the #WorldCup #itscomimghome @England #bbcworldcup https://t.co/rnt8txbZBT,"Manhattan, NY",FALSE,pos
165,Vspotcat,7.41E+17,"Who's ready for the #WorldCup this week? I know Conner and I are! &gt;:3
Art by @Leo_Magna https://t.co/mkTioxgEFG","Tempe, AZ",FALSE,nan
166,USARugby,158469454,"Before heading into any #WorldCup, you gotta know your squad. ?

So, how well do the Men's Eagles Sevens know each… https://t.co/tzhIKIxKfQ","Estes Park, CO",FALSE,nan
167,sexlifehannah,18041437,#romancewritersjuly #Day8 #location #hardtrigger #LasVegas #MexicoCity #Barbados #Croatia https://t.co/smiEgWcgWE,"Los Angeles, CA",FALSE,nan
168,alison_pegg,178216842,So so true ?? #WorldCup https://t.co/kNQ6vWqu0p,"Columbus, OH",FALSE,nan
169,curiousonly,156773317,#Trump #LONDON #Scotland ????? #NHS70 #trade #Brexit #EU #Nigel #ThreeLions #WorldCup https://t.co/vUQcTi7ppI,"San Diego, CA",FALSE,nan
170,superfares,60193586,"And they all @NATO members.
#WorldCup2018 #WorldCup https://t.co/p4oJeY6BfS","Chicago, IL",FALSE,nan
171,BrettMyhres,25694388,Watching #MLS after a steady diet of #NWSL and #WorldCup soccer is like forcing yourself to eat kale when you’ve be… https://t.co/8nDIIQlzm6,"Rockford, IL",FALSE,nan
172,dlonyc4,792018890,My 2 favorite things about @fuggirls ‘ latest #WorldCup Thigh-lights: (1) all the capsy descriptions of the hideous… https://t.co/pS7z40VK6B,"Brooklyn, NY",FALSE,nan
173,oranaise,21062787,"@asteris @Zeinobia @K_ar_im @KarlreMarks @Amen_Zine I think Dalic knew exactly what he was doing, @asteris.… https://t.co/TmeRId6SvR","Austin, TX",FALSE,nan
174,tatumeverett,25928978,"Tune in tonight at 10:00 on @FOXNashville where we break down last night’s @NashvilleSC game, and who is… https://t.co/XRhgDoe83t",WZTV FOX17,FALSE,nan
175,erineholt,145735691,Classy beer drinkin over here. twistless #echopark #rochefort #belgium @ Echo Park https://t.co/4nQTX49kUY,"Los Angeles, CA",FALSE,nan
176,Cara_Zor_El,156742005,Well....? #WorldCup #ENG @England https://t.co/fvFIl19Sr9,United States,FALSE,nan
177,oranaise,21062787,"Going back to #RUSCRO, and I understand hindsight is 20/20 but, do you think #Cherchesov made the right decision in… https://t.co/w1y192TxDl","Austin, TX",FALSE,nan
178,samanthabanks17,981040519,I’ll be there! #comeonengland #england #threelions #russia #moscow #imgoingtotheworldcup #truelove #itscominghome… https://t.co/eeB3TxVWsl,"Florida, USA",FALSE,pos
179,ShaneCovey,357349420,#FifaWorldCup2018 #FIFAWorldCup Which team will win it all?,"New Hampshire, USA",FALSE,nan
180,N8Mozaik,74092615,"Who needs the @FIFAWWC when you can watch soccer action like this! #WorldCup ??? @ Newport News, Virginia https://t.co/bJIlmO6Q1T","Newport News, VA",FALSE,nan
181,JoshO2007,112358378,"Hella shade! ??? #WorldCup #ENG #SWE
@_jilli @COPONO @KillaWong https://t.co/0Qi4nZm5rA","Medford, MA",FALSE,nan
182,Station_Keeper,52921825,Trump can congratulate Putin this month. UK policeman cleared in test for nerve toxin https://t.co/xYzklQSQUv… https://t.co/juEdj2H3X3,"Texas, USA",FALSE,nan
183,woltersworld,47627304,Stone Beaches? Centuries of Tourism Training? Italian/Austrian/fusion Food? Know a Bit about Croatia Before the Nex… https://t.co/QYdM0Pazr6,"Champaign, IL",FALSE,nan
184,ithinkaboutbeer,600396426,"Let’s get Kinkiz! Manoir du Kinkiz Cournouaille Cidre. Got this one at the cidrerie in Quimper, France in Bregtagne… https://t.co/DeU3ig240A","Portland, OR",FALSE,nan
185,FPiednoel,29765351,"Still the most Glorious goal of the #WorldCup , yet! https://t.co/7PaBF0BGlK","California, USA",FALSE,nan
186,SteveReason,18140593,"Sometimes switching it up makes a big difference in life. #——————————@artbypresa——————————
#sax #saxlife #miami… https://t.co/xt0yj6AjCW","Miami Beach, FL",FALSE,nan
187,Nam_Do,31465004,"Croatian Sausage. Pretty next level! 
#croatia #croatiafood #westtown #foodie #nextlevel #foodporn #chicagofood… https://t.co/AIQ96rgP7X","Chicago, IL",FALSE,nan
188,aamerhaleem,28643309,"World Cup fever tempered by extreme heat ?????

 #where #did #everyone #go ?????????????????????????#balls #line #a… https://t.co/RVy4O5TZwj","Los Angeles, CA",FALSE,nan
189,PaulMBanks,15914429,Love the use of the Jesse Lingard photo. @CLTVSportsFeed @WGNTV  is Red! #ggmu #mufc #ThreeLions #eng #WorldCup… https://t.co/gUpK8C72LN,"Chicago, IL",FALSE,pos
190,PrestonThymesAZ,2411372797,A girl who isn't afraid to try something out of her comfort zone and go on new adventures with me like hiking dates… https://t.co/cCDuS28ryD,Wells Fargo Arena,FALSE,nan
191,sleon,11267122,#MEX should of beaten #SWE ! #WorldCup,"Davie, FL",FALSE,nan
192,kharemegha,376185037,"Tired Tourist ? 

#lakedistrict #instagram #london #love #girl #beautiful #weather #face #england @ Kendall Village… https://t.co/AfN45oRhf8","Westwood, MI",FALSE,nan
193,JGrenhart,3405909712,Great shot...is that the #sun? In #England?  Pursuing excellence in music is definitely a #spiritual endeavor. https://t.co/30A5esvYR2,"Haddon Heights, NJ",FALSE,nan
194,FranckitoGooner,9.65E+17,So we had a South American Ref when we played against Uruguay &amp; now we have an Uruguayan ref after knocking them ou… https://t.co/xZHxiYklW0,"San Antonio, TX",FALSE,pos
195,JayR_08,76676581,"Día de fútbol con los camaradas!
#futbol #futbolito #soccer #soccersunday #sundayfunday #sundayleague #fifa… https://t.co/6njFDLZtnN","Mansfield, TX",FALSE,nan
196,sunsetboy4ever,7.07E+17,@SFDAOffice @SFPD @SFPDTenderloin @SFPDMission @SFPDCares @SFPDChief @SFPDCentral  @SFPDIngleside @SFPDNorthern… https://t.co/JfCDM6jE4i,"Treasure Island, San Francisco",FALSE,pos
197,ALEXBOTTOM,10690442,Heard there is a boat flare shortage in Croatia from the #WorldCup celebrations... ? #worldcup18 #RUSCRO https://t.co/Oh0cdo8UXy,"Manhattan Beach, CA",FALSE,nan
198,ayanonagon,21150267,Hahaha love these illustrations #WorldCup https://t.co/pfOiYoUNAi,"Kings Beach, CA",FALSE,nan
199,doodirty02,31296149,@davidguetta is tearing up the stage at @ultra Europe ???????? #livestream #Youtube #godfatherofEDM #sundayvibes #croatia #edmwithdrawals,"South Gate, CA",FALSE,nan
200,mpfrench78,498421598,"Amazing camp out with some pretty great friends (and one random stranger)! Short trip, but a great reset! #croatia… https://t.co/Hji8Mk6tqf","Oregon, USA",FALSE,nan
201,jgbtenor,214832388,No #fifaworldcup matches today...how about some live #football ?!?!? #NYCFC vs #JerseyCows #redbulls #mls #nycfc… https://t.co/mlgkj7foCK,"Bronx, NY",FALSE,nan
202,tarahdemant,2923473301,Puns + #WorldCup = the exact center of my Venn Diagram https://t.co/jlNoi3qjGM,"Washington, DC",FALSE,nan
203,buell003,49157283,#Breaking: Woman poisoned with #NerveAgent in southern #England dies: #Novichok #NerveAgent often used in #Kremlin… https://t.co/tMorTczRDt,"California, USA",FALSE,nan
204,twright55,93288759,#Paris #France August 2016 ? https://t.co/JgM5fc6JmJ,"Tysons Corner, VA",FALSE,nan
205,MarcusRauhutPR,398846615,Teaching my kids about the important things in life #WorldCup #chalkart https://t.co/PkvtFpvlA7,"Chambersburg, PA",FALSE,nan
206,StandingsNYC,282715916,Can't wait for #England to win #WorldCup2018 in Putins BACKYARD,"Manhattan, NY",FALSE,pos
207,PaulBarron8,583103181,Get behind the Kid @KingzWithSwagg1 and watch he take off ? ? @DefJamAR1 @defjam @universalindie2 @PromotionsMajor… https://t.co/h8carGYqwD,"Georgia, USA",FALSE,nan
208,hninterista27,9.39E+17,"I had no idea @FoxNews was running the #WorldCup broadcasting now.

Such an ingnorant thing to say to excuse the wo… https://t.co/EtdRt8JyqZ","Nashville, TN",FALSE,nan
209,rachuridge,41151563,"I do not want to go back home after seeing all the Football idiots causing so much damage around the country, it's… https://t.co/PA4fk0QPCi","Orlando, FL",FALSE,nan
210,ImagesbyNathan,2739059557,"Something beautiful for you all to look at on a Sunday afternoon. 
https://t.co/62NPEVkQPa

#photography #art… https://t.co/Pz9u9bYenO","Houston, TX",FALSE,nan
211,jazzt,21592972,When you realize you have to interview Gus Van Sant and Joaquin Phoenix during the England semi-finals. How’s that… https://t.co/GfHvT7BWdZ,"Baldwin Park, CA",FALSE,pos
212,XlanesLA,1017991308,"Stay cool and comfortable at the spacious #XLanesLA Bar. #Dodgers #WorldCup

333 Alameda St, Los Angeles, CA 90013… https://t.co/VYQ3iXFBag","Los Angeles, CA",FALSE,nan
213,NowThatOuimet,375350871,FIFA just grew that free exposure exponentially. #WorldCup https://t.co/kzOu7OVwqN,"Buffalo, NY",FALSE,nan
214,VudatNation,1965952176,“I greet the Brazilians: courage! It will happen another time [referring to their loss in the World Cup]!” —… https://t.co/Egu4tJ1RCb,"Birmingham, AL",FALSE,nan
215,MzAGM7,271188279,The realization that no representation of #LatinAmerica is on the #WorldCup has me on a sad mood. A todos los equip… https://t.co/C2OiNoHC7z,"Atlanta, GA",FALSE,nan
216,jstroud3,169634880,#SanDiego turning up! #WorldCup https://t.co/TPqwM1F626,"Florida, USA",FALSE,nan
217,vampire_platypi,154300165,Wednesday I hope I'll be home at a decent time to catch the #WorldCup game. The time difference screws me up!,"Fort Wayne, IN",FALSE,nan
218,essysdean,1888559456,Whatever happens for the rest of the tournament and the rest of my life I will always have Russia 2018 and the bril… https://t.co/VOxCfhtEDL,"Massachusetts, USA",FALSE,nan
219,PrestonThymesAZ,2411372797,"My first of tons of new @ASU #StudentAthlete gear arriving yesterday while i was at work 
is massive and why… https://t.co/xgVqC01qfE",Pool at University House,FALSE,nan
220,mechanic_one,2547638287,"World Cup fever is at full swing at Mechanic One. ?

#worldcup #allworknoplay #world  #2018 #france #uruguay… https://t.co/UBh3jnt3gX","Michigan, USA",FALSE,nan
221,YeshuaLover1970,7.86E+17,"When I was in Jr. high, I wrote in my diary that I feared Russia would take over AMERICA! I would listen to my Aunt… https://t.co/8IMb9BLnzM","Placentia, CA",FALSE,nan
222,twright55,93288759,I am calling on Russian People to Cheer up for People of Great Britain ?? at #WorldCup,"Tysons Corner, VA",FALSE,nan
223,Photog_JohnB,3079197865,"Via @WSJ @Bachscore 
As the #FIFAWorldCup moves into the semifinals, the sidelined #USsoccer_MNT continues its sear… https://t.co/Y4gzco2gX2",United States,FALSE,nan
224,AdrianAcostaPR,75538366,Only 4 more matches and the #worldcup is over. ?,"Hatillo, USA",FALSE,nan
225,TheNewGus,1966989716,"Grew up rooting for Chelsea, &amp; loving #England even though I rarely saw them achieve the heights of glory I would h… https://t.co/EiM6M2BmqC","Glenvar Heights, FL",FALSE,pos
226,SiFrew,455115804,@CanonOakley &amp; @theresjenn - in a #texas #church on a Sunday &amp; see #StGeorge. #England! #travelblogger… https://t.co/0hCAuAsglB,"Houston, TX",FALSE,nan
227,Wanderson4Real,14593503,"Getting interviewed by radio @caracol1260 To talk about the World Cup. ??

brasileirosmiami 
mexicanosenmia… https://t.co/g3WdSXMMr6","Miami, FL",FALSE,nan
228,AnneLevine,16329520,4 Wild Boars out and 9 Wild Boars to go. #healtheworld #SamanGunan #keeponswimming #ThaiCaveRescue… https://t.co/cDdkdzco7v,"Massachusetts, USA",FALSE,nan
229,askingNasking,2245774419,that #worldcup ad with #deadpool did not age well with how the tournament has ended up LmFAOooo,"Alachua, FL",FALSE,nan
230,CJZola,7.03E+17,"I really hope @ChelseaFC fans are watching this #WorldCup. @hazardeden10 will never be a 25+ goal scorer, he’s a wo… https://t.co/ML9ijgGayZ","Charlestown Beach, RI",FALSE,nan
231,AD_Foster,32454230,"World Cup soccer ball...SouthWest style! #WorldCup #UpperWestSide (@ Santa Fe - @thesantafe in New York, NY)… https://t.co/VsSoy2vhd3","Manhattan, NY",FALSE,nan
232,AkilStokesRTM,220851894,"@TRIPLETTRADING @JasonGraystone Lol, he can't score to save his life, but at least he creates opportunities for oth… https://t.co/eNKxmUkyis","Pennsylvania, USA",FALSE,nan
233,StandingsNYC,282715916,LET'S GO #England,"Queens, NY",FALSE,pos
234,Mtakam1939,1096509110,"If this button goes around 1M times, it will have the intended effect. I have all my energy in it! #Nov6… https://t.co/M3kzEi4fBB","Arlington, TX",FALSE,nan
235,xmatthiasx,129918098,Shouting and sharing a coke with #germany ???????????? #worldcup @mcdonalds https://t.co/EVqBQsg9Z8,"Belleair Beach, FL",FALSE,nan
236,IvoryHecker,78964894,And then there were four! #WorldCup semi-finals are this week. I’m going for England. Who you got?… https://t.co/bb5VoPMQ7m,"Houston, TX",FALSE,pos
237,FoxSoccerAcadNY,3058823805,Don’t miss out on this AMAZING #WorldCup offer from @FuchsOfficial. Hurry and receive 50% off our July Summer Camps… https://t.co/A2p5VCc2QG,"New York, NY",FALSE,nan
238,WickedWitch89,23342757,"""Imagine if France wins the #WorldCup the day after Bastille Day!""
""Oh God, they're going to accidentally start a r… https://t.co/P1o499fACR","Manhattan, NY",FALSE,nan
239,HughAllen73,8.88E+17,Is it Wednesday yet? Go Croatia! #WorldCup https://t.co/e1wgngMxQe,"Pennsylvania, USA",FALSE,pos
240,EliottCNN,23808856,"#WorldCup withdrawals? Check @BleacherReport's power rankings, if only for the pic of Luka Modric trying to scare a… https://t.co/BzXnXhcmA6","Atlanta, GA",FALSE,nan
241,bartvleugels1,373404515,"Let the #flemish recording begin! #belgium?? #voiceover #vo eLearning @ Oklahoma City, Oklahoma https://t.co/C9mBm7Xy8v","Oklahoma City, OK",FALSE,nan
242,JoRyanSalazar,9005002,@SamIsGam let him do what he wants. #frauru #worldcup #fra,"Los Angeles, CA",FALSE,nan
243,merricksamantha,275752942,"Good thing #NYCFC v  Jersey Red Bulls is today, not yesterday after that #CRO #RUS #WorldCup. My brain would have e… https://t.co/XoxTgExk0w","Manhattan, NY",FALSE,nan
244,EBASports,366066731,Great match! #worldcup https://t.co/QypOeiSLgE,"Charlotte, NC",FALSE,nan
245,alexlancedorf,586643101,"https://t.co/iVORkK3pLX this week on the podcast, I talk about lebron james, drakes new album #Scorpion, a free age… https://t.co/fyRRKecgsH","Columbus, OH",FALSE,nan
246,stoneyonie414,4851249507,I really look at this music production as a sport im just tryna win the #WorldCup #Champions #WINNER #underdog #stoneyonie,"Milwaukee, WI",FALSE,nan
247,thehomieleon,880652509,"Let's go #BEL 
#WorldCup https://t.co/7rdI7Zompw","Anaheim, CA",FALSE,pos
248,vinh95,35381005,Not yet @EDWARDS85L #WorldCup ? @CavsHeadhouse https://t.co/s0fpLASfXe,Cavanaugh's Headhouse,FALSE,nan
249,smaynard_98,14365027,"I am pretty excited for the opportunity to be in Cambridge, Cambridgeshire, England on Wednesday when England… https://t.co/DZ2ElhjxFQ","Georgia, USA",FALSE,nan
250,halfwaycanadian,874327196,Why does this photo of Modric and Cheryshev look like it’s from a middle school dance not the #WorldCup https://t.co/SaQ1c2Yxkd,"Portland, OR",FALSE,nan
251,PrestonThymesAZ,2411372797,"??
?????
#worldcup
 #dgaz ??",Pool at University House,FALSE,nan
252,twright55,93288759,I am calling on #Russia to invite #PrinceHarry and William from @KensingtonRoyal to cheer up for their @England tea… https://t.co/5mJhqmdIdI,"Tysons Corner, VA",FALSE,nan
253,ari_aditya,76351840,"How you define love in your life ?

Find more, follow &gt;&gt;&gt; @Ari_Aditya

#AriAditya #AriAdityaQuote #Author… https://t.co/NW4fv3XAqQ","Manhattan, NY",FALSE,nan
254,Phr3sh2death,421217613,According to my Facebook today is the day Brazil got they ass whooped by Germany 1-7. Brazil ain’t never been the s… https://t.co/7rC0ANhDwp,"Aspen Hill, MD",FALSE,nan
255,PeggyOLeary,22675235,Tonight! I’m in quarterfinals for #phillysPhunniest - it’s like the World Cup but for unattractive unauthentic weir… https://t.co/DtJCNDLECj,"Springfield, PA",FALSE,nan
256,mgregotski,176829168,This evening I’m going to get #EsriUC presenter @GIS_Bandit’s #WorldCup semi-final picks. #StayTuned https://t.co/UYVcwSy7t6,"San Diego, CA",FALSE,nan
257,Norwegianmama,343485311,Challah French Toast???? #foodie #brunch #frenchtoast #challah #challahfrenchtoast #breakfast #norwegianmama… https://t.co/VV1MlmSLxJ,"San Diego, CA",FALSE,nan
258,laurameme,24740297,"So, several English assholes invade an IKEA store after England beat Sweden to advance to the semi-finals of the… https://t.co/QgqNBxrGwE","Atlantic City, NJ",FALSE,nan
259,JmesaSports,8.57E+17,Honestly I can not disagree at all with this man. Everything is 100 percent accurate #WorldCup https://t.co/QOzLUgQQ5m,"Bridgeport, CT",FALSE,nan
260,analysisnytimes,8.72E+17,#WorldCup 2018: 'Idiots' put dampener on celebrations https://t.co/5TIfJn3XqO @analysisnytimes,"Los Angeles, CA",FALSE,nan
